# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170731
# ----------------------------------------

Year,Country ISO Code,Page,Page Title,New Users,Unique Pageviews,Pageviews
2016,AU,/whitman-2016/home,"Frances 's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,9,14
2016,AU,/whitman-2016/lecture_pages/842065,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,31,44
2016,AU,/whitman-2016/lecture_pages/843257,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,79,116
2016,AU,/whitman-2016/lecture_pages/843341,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,32,35
2016,AU,/whitman-2016/lecture_pages/843345,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,99,156
2016,AU,/whitman-2016/oe/#!/users/elaine_lynch,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,6,10
2016,BA,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,BB,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,7
2016,BB,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,4
2016,BB,/whitman-2016/announcements/,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,5,6
2016,BG,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,BH,/whitman-2016/home/terms,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,5,6
2016,BO,/flash-write-2016,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,7,10
2016,BO,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,26,31
2016,BO,/how-writers-write-fiction-2016/lecture_pages/846795,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,22,27
2016,BO,/how-writers-write-fiction-2016/surveys/start/173610,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,BO,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,4
2016,BR,/flash-write-2016/home,Juliana's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,27,46
2016,BR,/flash-write-2016/statement_template#.V2NHxwCgISY.facebook,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,4,4
2016,BR,/how-writers-write-fiction-2015/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,4
2016,BR,/how-writers-write-fiction-2015/home,Moema's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,6,6
2016,BR,/how-writers-write-fiction-2015#/.VgRRwcR-np8.twitter,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,BR,/how-writers-write-fiction-2016/,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,5
2016,BR,/how-writers-write-fiction-2016/exercises/39842,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",2,17,29
2016,BR,/how-writers-write-fiction-2016/home,Ana's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,BR,/how-writers-write-fiction-2016/home,Camila's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,9,9
2016,BR,/how-writers-write-fiction-2016/home,Daniela's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,BR,/how-writers-write-fiction-2016/home,Edgard's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,52,69
2016,BR,/how-writers-write-fiction-2016/home,Eduardo's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,BR,/how-writers-write-fiction-2016/home,Gabriela's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,BR,/how-writers-write-fiction-2016/home,Isabella's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,BR,/how-writers-write-fiction-2016/home,Laura's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,7,19
2016,BR,/how-writers-write-fiction-2016/home,Leilane's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,6,9
2016,BR,/how-writers-write-fiction-2016/home,Maíra's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,15,16
2016,BR,/how-writers-write-fiction-2016/home,melanie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,9
2016,BR,/how-writers-write-fiction-2016/home,Rodrigo's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,BR,/how-writers-write-fiction-2016/lecture_pages/847385,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,110,138
2016,BR,/how-writers-write-fiction-2016/oe/#!/teams/151311/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,42,50
2016,BR,/how-writers-write-fiction-2016/users/my_account,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,27,34
2016,BR,/whitman-2016/,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,4,4
2016,BR,/whitman-2016/lecture_pages/842255,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,24,35
2016,BS,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,BW,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,4
2016,BW,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,CA,/flash-write-2016?referral_token=NL031616,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,2,2
2016,CA,/flash-write-2016/home,Andi's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,5,6
2016,CA,/how-writers-write-fiction-2015,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,CA,/how-writers-write-fiction-2015/home,Bronwyn's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,4
2016,CA,/how-writers-write-fiction-2015/home,Carl's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,10
2016,CA,/how-writers-write-fiction-2015/home,Tina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,5
2016,CA,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,9,9
2016,CA,/how-writers-write-fiction-2015/oe/#!/teams/120588/profile,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,5,11
2016,CA,/how-writers-write-fiction-2016/exercises/39840,"Assignment 3: Cast and Plot, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",2,71,77
2016,CA,/how-writers-write-fiction-2016/home,Elise's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,6
2016,CA,/how-writers-write-fiction-2016/home,Elizabeth's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,27,32
2016,CA,/how-writers-write-fiction-2016/home,j's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,CA,/how-writers-write-fiction-2016/home,Jaime's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,71,89
2016,CA,/how-writers-write-fiction-2016/home,Jodie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,26,39
2016,CA,/how-writers-write-fiction-2016/home,Khanh-An's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,6
2016,CA,/how-writers-write-fiction-2016/home,LAVONNA's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,6
2016,CA,/how-writers-write-fiction-2016/home,LR's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,11,30
2016,CA,/how-writers-write-fiction-2016/home,Nida's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,26,35
2016,CA,/how-writers-write-fiction-2016/home,Rene's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,11,29
2016,CA,/how-writers-write-fiction-2016/home,Roxane's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,CA,/how-writers-write-fiction-2016/home,sharleen's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,6,7
2016,CA,/how-writers-write-fiction-2016/home,Shelley's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,27,37
2016,CA,/how-writers-write-fiction-2016/home,Tee's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,20,29
2016,CA,/how-writers-write-fiction-2016/home,Tiva's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,14,19
2016,CA,/how-writers-write-fiction-2016/lecture_pages/845727,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,742,985
2016,CA,/how-writers-write-fiction-2016/oe/#!/forums/55165,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,25,36
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151283/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,46,60
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151301/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,94,186
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151731/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,20,29
2016,CA,/how-writers-write-fiction-2016/reports/505971,A Separate Self - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,29,31
2016,CA,/how-writers-write-fiction-2016/surveys/start/173610,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,50,69
2016,CA,/how-writers-write-fiction-2016/video_list_lecture_components/841377/lecture_videos/30930,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,145,163
2016,CA,/how-writers-write-fiction-2016#!.V_GJ7P0-ILA.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,CA,/how-writers-write-fiction-2016#!.V-aOk0gooTw.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,CA,/how-writers-write-fiction-2016#!/.V_0o_nKG0kA.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,9,9
2016,CA,/how-writers-write-fiction-2016#.V_0o_nKG0kA.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,CA,/how-writers-write-fiction-2016#.V-aOk0gooTw.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,CA,/how-writers-write-fiction-2016#.V-VHBZony_c.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,CA,/users/sign_in,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",2,44,61
2016,CA,/users/sign_in?class=flash-write-2016,#Flashwrite Teen Poetry MOOC - Sign In | NovoEd,2,9,17
2016,CA,/users/sign_up,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",2,143,151
2016,CA,/whitman-2016/home,"Daniela's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,6,10
2016,CA,/whitman-2016/home,"Judy's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,7,7
2016,CA,/whitman-2016/home,"Judy's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,9,17
2016,CA,/whitman-2016/lecture_pages/843351,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,76,101
2016,CA,/whitman-2016/oe/#!/forums/trending,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,47,60
2016,CH,/how-writers-write-fiction-2016/,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,5
2016,CN,/?from=http://free-social-buttons.xyz/,Home page,2,2,2
2016,CN,/?from=http://share-buttons.xyz/,Home page,2,2,2
2016,CO,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,49,51
2016,CO,/whitman-2016/lecture_pages/842255,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,5,11
2016,CY,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,6,9
2016,CZ,/how-writers-write-fiction-2016/home,Beth's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,6
2016,CZ,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,5,5
2016,DE,/?from=http://share-buttons.xyz/,Home page,2,2,2
2016,DE,/flash-write-2016?referral_token=NL031616,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,2,2
2016,DE,/how-writers-write-fiction-2015/home,Alexandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,20,20
2016,DE,/how-writers-write-fiction-2015/statement_template?user_id=971069,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,DE,/how-writers-write-fiction-2016/exercises/39741,"Assignment 1: Voice and Identity, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",2,44,46
2016,DE,/how-writers-write-fiction-2016/home,Gabi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,31,41
2016,DE,/how-writers-write-fiction-2016/home,jennifer in's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,6,9
2016,DE,/how-writers-write-fiction-2016/home,reham's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,7
2016,DE,/how-writers-write-fiction-2016/home,Sara's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,DE,/how-writers-write-fiction-2016/lecture_pages/846795,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,102,132
2016,DE,/how-writers-write-fiction-2016#!/.V_vWwkDyzc8.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,DE,/whitman-2016,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,9,15
2016,DK,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,DM,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,9,11
2016,DO,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,4,5
2016,DZ,/users/sign_up,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,2,5,5
2016,EG,/?from=http://www.traffic2cash.xyz/,Home page,2,2,2
2016,EG,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,4,4
2016,EG,/how-writers-write-fiction-2015/home,Cynthia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,4,5
2016,EG,/how-writers-write-fiction-2016/announcements,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,27,36
2016,EG,/how-writers-write-fiction-2016/home,Ahmad's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,EG,/how-writers-write-fiction-2016/home,Ahmed's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,5
2016,EG,/how-writers-write-fiction-2016/home,Heba's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,EG,/how-writers-write-fiction-2016/home,Mohamed's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,EG,/how-writers-write-fiction-2016/home,rasha's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,6
2016,EG,/how-writers-write-fiction-2016/home,Tarek's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,7
2016,EG,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,84,108
2016,EG,/whitman-2016/home/terms,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,6,10
2016,ES,/how-writers-write-fiction-2016/home,Jeanette's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,25,45
2016,ES,/how-writers-write-fiction-2016/lecture_pages/846073,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,61,87
2016,ES,/how-writers-write-fiction-2016/lecture_pages/847380,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,61,86
2016,ES,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,44,70
2016,ES,/how-writers-write-fiction-2016#!/.V_1hLv4a_-A.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,4
2016,ET,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,FI,/how-writers-write-fiction-2016/home,Christine's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,14,20
2016,FR,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,5,5
2016,FR,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,10,19
2016,FR,/how-writers-write-fiction-2015/statement_template?user_id=971069,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,FR,/how-writers-write-fiction-2016/home,Alice's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,4
2016,FR,/how-writers-write-fiction-2016/home,Cécile's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,41,44
2016,FR,/how-writers-write-fiction-2016/home,Lucie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,FR,/how-writers-write-fiction-2016/home,Zara's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,5
2016,FR,/how-writers-write-fiction-2016/lecture_pages/846795,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,112,143
2016,FR,/how-writers-write-fiction-2016/lecture_pages/846815,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,41,60
2016,FR,/how-writers-write-fiction-2016/lecture_pages/847385,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,72,107
2016,FR,/how-writers-write-fiction-2016/video_list_lecture_components/841613/lecture_videos/30980,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,22,22
2016,FR,/whitman-2016/lecture_pages/842255,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,52,65
2016,FR,/whitman-2016/lecture_pages/843351,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,19,27
2016,GB,/how-writers-write-fiction-2015/home,Rebecca's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,GB,/how-writers-write-fiction-2015/lecture_pages/834125,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,17,20
2016,GB,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,19,21
2016,GB,/how-writers-write-fiction-2015/show_progress/926291,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,2,2
2016,GB,/how-writers-write-fiction-2016,How Writers Write Fiction 2016,2,2,2
2016,GB,/how-writers-write-fiction-2016/exercises/39840,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",2,167,271
2016,GB,/how-writers-write-fiction-2016/home,David's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,7
2016,GB,/how-writers-write-fiction-2016/home,Diane's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,148,168
2016,GB,/how-writers-write-fiction-2016/home,Jackie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,26,30
2016,GB,/how-writers-write-fiction-2016/home,Jane's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,24,26
2016,GB,/how-writers-write-fiction-2016/home,Jennifer's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,11,20
2016,GB,/how-writers-write-fiction-2016/home,Julia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,GB,/how-writers-write-fiction-2016/home,Laura's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,9,10
2016,GB,/how-writers-write-fiction-2016/home,Lionel's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,6,10
2016,GB,/how-writers-write-fiction-2016/home,Liz's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,GB,/how-writers-write-fiction-2016/home,Lucy's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,14,24
2016,GB,/how-writers-write-fiction-2016/home,Malcolm's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,26,30
2016,GB,/how-writers-write-fiction-2016/home,Melanie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,21,29
2016,GB,/how-writers-write-fiction-2016/home,Mike's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,GB,/how-writers-write-fiction-2016/home,Sarah's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,17,32
2016,GB,/how-writers-write-fiction-2016/home,Suad's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,4
2016,GB,/how-writers-write-fiction-2016/home,Victoria's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,7,9
2016,GB,/how-writers-write-fiction-2016/lecture_pages/846070,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,490,963
2016,GB,/how-writers-write-fiction-2016/lecture_pages/847902,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,102,178
2016,GB,/how-writers-write-fiction-2016/notifications,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,131,198
2016,GB,/how-writers-write-fiction-2016/oe/#!/teams/151328/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,82,146
2016,GB,/how-writers-write-fiction-2016/oe/#!/teams/151380/profile?blogPostId=560692,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,15,24
2016,GB,/how-writers-write-fiction-2016/oe/#!/teams/151456/profile,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,11,14
2016,GB,/how-writers-write-fiction-2016/oe/#!/topics/98940/posts/561191/comments/544516?mentionUserId=946333&mentionFirstName=Bruce&mentionLastName=Elgin,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,10
2016,GB,/how-writers-write-fiction-2016#!/.V_GJ7P0-ILA.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,GB,/how-writers-write-fiction-2016#!#.V-UWAoYnPNM.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,GB,/how-writers-write-fiction-2016#.V_GJ7P0-ILA.facebook,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,4,5
2016,GB,/how-writers-write-fiction-2016#.V-UWAoYnPNM.twitter,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,GB,/whitman-2016/home,"Elena's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,41,55
2016,GB,/whitman-2016/home,"Jane's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,19,21
2016,GB,/whitman-2016/lecture_pages/843341,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,85,105
2016,GB,/whitman-2016/lecture_pages/843343,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,46,52
2016,GB,/whitman-2016/lecture_pages/843347#!/_=_,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,GB,/whitman-2016/oe/#!/forums/trending,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,82,103
2016,GB,/whitman-2016/oe/#!/topics/94595/posts/528224,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,4,6
2016,GB,/whitman-2016/surveys/start/171860,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,17,19
2016,GB,/whitman-2016/video_list_lecture_components/817577/lecture_videos/27537,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,59,74
2016,GB,/whitman-2016#_=_,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,GB,/whitman-2016#!.V3Q4LhOGnWg.facebook,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,2,2
2016,GB,/whitman-2016#!/_=_,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",2,4,4
2016,GH,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,2,5,9
2016,GH,/how-writers-write-fiction-2016/announcements,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,2
2016,GH,/how-writers-write-fiction-2016/home,Luie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,2,6
2016,GH,/how-writers-write-fiction-2016/lecture_pages/846795,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,2,5,5
2016,GR,/flash-write-2016,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,2,4,4
