# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2016,China,hailing's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,China,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,Colombia,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Germany,Alexandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,21
2016,Germany,Love at First Sight - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Spain,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,France,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,United Kingdom,"Colette's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,United Kingdom,Elizabeth's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,Figures of eight - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,Karen's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,My memory bank - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,"Sharanya's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,United Kingdom,Special Day - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,Sue's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,Sunshine - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,United Kingdom,The beast and I - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Greece,Assignment 4 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Greece,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",21
2016,Greece,Leonor and the Lord of Time - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Hong Kong,Give Me More - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Ireland,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Israel,"Class 2 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,Israel,"Class 4 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,India,A nightmare a day - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,India,"Kashmir: A Poem - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,India,SURAKSHA 's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Italy,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",21
2016,Italy,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",21
2016,Italy,Jeanne and Andre - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Italy,MOSQUITOES (1195 words) revised - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Italy,Sergio's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Japan,Ashendale Grammar - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Morocco,The Girl Inside The Box - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Mexico,ILANA's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Nigeria,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",21
2016,Nigeria,Titi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Netherlands,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,21
2016,Netherlands,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,New Zealand,"Dawn Parade Anzac Day April 1956 - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,Philippines,"Janina Marie's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,Pakistan,naureen's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Puerto Rico,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",21
2016,Sweden,Cornflakes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Singapore,"​My Teachers, My Sisters - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",21
2016,Tunisia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,21
2016,Turkey,Cecile's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,Trinidad & Tobago,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,South Africa,Christine's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2016,South Africa,​The Button Box - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,21
2017,Australia,Sita's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,21
2017,Belarus,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,21
2017,Germany,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,21
2017,Ghana,NovoEd,21
2017,Kenya,NovoEd,21
2017,Liberia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,21
2017,New Zealand,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,21
2017,Portugal,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,21
2017,Rwanda,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,21
2017,Senegal,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,21
2015,United Arab Emirates,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Argentina,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Belgium,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Brazil,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Brazil,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Canada,Clara (Class Session 2) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Canada,Jimmy - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Canada,No Aspersions Intended Part II - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Canada,Shahenaaz's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Switzerland,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Chile,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Chile,How Writers Write Fiction 2015 - Sign Up | NovoEd,20
2015,Colombia,Keri's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Costa Rica,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Germany,"Class Session 5 Assignment: Voice and Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Germany,Evaluations for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Egypt,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Egypt,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Spain,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Finland,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,France,Lisa's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,United Kingdom,David's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,United Kingdom,Evaluations for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,United Kingdom,"Writing all my life and still,a beginner - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Greece,Andigoni's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Hong Kong,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Honduras,James's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Ireland,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Ireland,Evaluations for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Ireland,Marní's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,India,Chandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,India,New Evaluation for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,India,New Evaluation for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Iran,How Writers Write Fiction 2015 - Sign In | NovoEd,20
2015,Italy,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Italy,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Kenya,LYDIA's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,St. Kitts & Nevis,Anna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Nigeria,Baba Dudu Cont'd - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Nigeria,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Netherlands,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,New Zealand,"​'There I was, only 17 and new arrived from Scotland.' - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,New Zealand,Another Country - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,New Zealand,Calpurnia's dream - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,New Zealand,"Class Session 3 Assignment: Working with Plot, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,New Zealand,"Class Session 6 Assignment: Immersion in Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,New Zealand,Getting the band back together (Content warning - strong language) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,New Zealand,Gill's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,New Zealand,Rebecca 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Poland,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Poland,Evaluations for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Poland,Killing Arthur - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Romania,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Russia,How Writers Write Fiction 2015 - Sign Up | NovoEd,20
2015,Saudi Arabia,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Sweden,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2015,Sweden,How Writers Write Fiction 2015 - Sign Up | NovoEd,20
2015,Sweden,Maria's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Sweden,The Grapes In Iran Are As Big As Plums - Revised - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Somalia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Taiwan,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",20
2016,Afghanistan,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2016,Australia,17-year-old Bridie Flanagan’s letter from Australia to her mother in Ireland 1852 (excerpt from 1st draft of novella: Bridie’s Letters). - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,"A SETTLER'S DEATH - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Australia,Antoanela's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,Beverly's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,Carolyn's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,"Deborah's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Australia,Scarlett's shape - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,"Self immolation - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Australia,The Illusion of Islands - Snake Scene - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Australia,Unnamed - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Bangladesh,"Class 2 Writing Assignment (recommended due date), My Submission - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd",20
2016,Brazil,How Writers Write Fiction 2016: Storied Women - Sign In | NovoEd,20
2016,Canada,Heather's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Canada,Jean's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Canada,"Maria and Pepe 1891, La Liga scene - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",20
2016,Switzerland,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",20
2016,Switzerland,"Gaza: A Sonnet - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Chile,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2016,China,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2016,Germany,"Assignments - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Spain,Nina's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,"""DUTY"" CLAUDIA MOSS - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",20
2016,United Kingdom,Clear Fell - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Fragments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Hello Kitty Shoes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Melanie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,MUMMY PLEASE - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Saturation [trigger warning for pornography and sexual violence] - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Sins of the Past - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,Subtractions (REVISED!) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,The Little Castle - The Marriage Contract - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,The Quetzal Tree - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,United Kingdom,www1.free-share-buttons.top,20
2016,United Kingdom,Yasmine - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Guatemala,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Ireland,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",20
2016,Ireland,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,India,Devanshi's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,20
2016,India,"Judith's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,India,SURAKSHA 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2016,India,"umesh's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Iraq,(not set),20
2016,Iceland,Chrissie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Italy,Once There Were Apricots (1711 words) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Italy,Shoes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Jordan,Lamia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Jordan,"Victoria's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Japan,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",20
2016,Japan,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Morocco,The Girl Inside The Box (continued) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Nigeria,Igwe's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Nigeria,Mide's Husband - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,New Zealand,"Class 3 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,New Zealand,Julie's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,New Zealand,Star of the Show - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Philippines,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Pakistan,Afia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Pakistan,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Pakistan,PICALOGIC - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Pakistan,"Sulaima, through Mehboob's eyes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",20
2016,Singapore,A wrong turn - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Singapore,Chicken Drumstick and Firecrackers - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Singapore,Struggle - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Singapore,​The Bandstand - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,Thailand,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",20
2016,Thailand,Sylvia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,South Africa,Excerpt from Siegebreakers Chapter 8 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2016,South Africa,How Writers Write Fiction 2015 - Sign In | NovoEd,20
2017,Angola,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Brazil,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Denmark,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Egypt,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,20
2017,Iran,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Malawi,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Niger,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,20
2017,Thailand,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,20
2015,Antigua & Barbuda,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Argentina,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Argentina,Marisa Hortencia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Austria,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Austria,Fenrir (content warning: strong language) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Austria,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Australia,Evaluations for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Australia,"WW Day 3 Writing Practice - An Object of Desire and Conflict, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Barbados,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Bulgaria,Slava's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Canada,Elsa's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Canada,Kimberly's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Canada,Viole's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Switzerland,How Writers Write Fiction 2015 - Sign Up | NovoEd,19
2015,Germany,Carolin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Denmark,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Denmark,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Dominican Republic,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Dominican Republic,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Ecuador,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Egypt,cranberry rain - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Spain,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,France,Evaluations for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,France,New Evaluation for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,United Kingdom,"Class Session 6 Assignment: Immersion in Setting, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,United Kingdom,​CONTENT WARNING: Sexually suggestive (PLOT SUBMISSION) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,United Kingdom,Donna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,United Kingdom,I Want You To KIll Me - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,United Kingdom,Nicola's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,United Kingdom,The Pickets' Reunion - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Hong Kong,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Ireland,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Ireland,Evaluations for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Iran,New Evaluation for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Italy,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Italy,Eva's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Italy,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,South Korea,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Kazakhstan,Short dresses - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Mexico,Linda's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Nigeria,"Class Session 6 Assignment: Immersion in Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",19
2015,Nigeria,DOUGLAS's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Nigeria,How Writers Write Fiction 2015 - Sign Up | NovoEd,19
2015,Norway,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,New Zealand,Clash - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,New Zealand,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,New Zealand,The Runner - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,New Zealand,There there - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Poland,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
2015,Poland,The virtues of silence - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,19
