# ----------------------------------------,,,,,
# All Web Site Data,,,,,
# Export Metrics (Filter U.S.A.),,,,,
# 20150101-20170730,,,,,
# ----------------------------------------,,,,,
,,,,,
Year,Country ISO Code,Page,New Users,Unique Pageviews,Pageviews
2017,GB,/whitman-2016/home,2,11,12
2017,GH,/how-writers-write-fiction-2015,2,4,4
2017,GH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,68,104
2017,GH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,24,43
2017,GH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,24,42
2017,GR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,114,163
2017,GR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164176/workspace,2,29,45
2017,GR,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,2,34,47
2017,GY,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,9,17
2017,GY,/poetry-and-plays-2017/,2,4,5
2017,HK,/how-writers-write-fiction-2015,2,2,2
2017,HK,/how-writers-write-fiction-2016,2,2,2
2017,HK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions,2,31,42
2017,HK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,26,32
2017,HK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856747,2,11,25
2017,HK,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/discussions/topics/58844/posts/154528,2,32,45
2017,HK,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,16,25
2017,ID,/how-writers-write-fiction-2016,2,9,9
2017,IE,/fiction-and-nonfiction-2017/surveys/start/176762,2,60,65
2017,IE,/how-writers-write-fiction-2016,2,9,9
2017,IE,/how-writers-write-fiction-2016/oe/#!/forums/54869,2,4,5
2017,IL,/how-writers-write-fiction-2015,2,2,5
2017,IL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,72,144
2017,IL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,39,75
2017,IN,/fiction-and-nonfiction-2017/enrolled,2,53,62
2017,IN,/flash-write-2016,2,6,6
2017,IN,/how-writers-write-fiction-2016/announcements/,2,6,11
2017,IN,/how-writers-write-fiction-2016/home,2,76,96
2017,IN,/how-writers-write-fiction-2016/oe/#!/users/likhitha_b,2,16,16
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856749,2,154,200
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856904,2,251,372
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/584478?galleryMode=,2,9,14
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/588749?galleryMode=,2,4,6
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/590163?galleryMode=,2,5,6
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/596590?galleryMode=,2,5,5
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163923/workspace/posts/137548,2,2,4
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164493/workspace/posts/140516,2,4,7
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164493/workspace/posts/140788,2,2,2
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164502/workspace/posts/140532,2,5,7
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164553/workspace/posts/140630/comments/711301,2,2,2
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164717/workspace,2,45,71
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/165820/workspace,2,36,55
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166387/workspace/posts/156691/comments/782534,2,2,6
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166389/workspace,2,133,281
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166393/workspace,2,19,26
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166394/workspace/posts/155879,2,2,2
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166397/workspace,2,19,29
2017,IS,/fiction-and-nonfiction-2017,2,2,5
2017,IS,/how-writers-write-fiction-2015,2,2,2
2017,IT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,2,12,22
2017,JM,/how-writers-write-fiction-2016,2,6,6
2017,JO,/how-writers-write-fiction-2015,2,9,9
2017,JO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,129,231
2017,JO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,36,68
2017,JO,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,22,42
2017,JP,/how-writers-write-fiction-2015,2,5,6
2017,JP,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,14,16
2017,JP,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,5,9
2017,KE,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860434,2,7,17
2017,KN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions?topicId=58258&filterOption=all&sortOrder=trending,2,2,2
2017,KR,/how-writers-write-fiction-2016,2,2,2
2017,KW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/courses/fiction-and-nonfiction-2017/users/1207815,2,2,4
2017,KW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,16,25
2017,KW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/submission-gallery,2,66,122
2017,LB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,170,276
2017,LB,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,2,32,60
2017,LC,/poetry-and-plays-2017,2,2,2
2017,LK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,26,40
2017,LK,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166391/workspace,2,5,6
2017,LK,/poetry-and-plays-2017/,2,5,7
2017,LT,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,5,16
2017,LU,/poetry-and-plays-2017,2,2,5
2017,MA,/how-writers-write-fiction-2016,2,5,5
2017,MA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,26,42
2017,MA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163688/workspace/posts/134941,2,2,6
2017,MA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,2,52,97
2017,MA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/reports/604821?galleryMode=true,2,4,4
2017,MD,/fiction-and-nonfiction-2017,2,5,6
2017,ME,/fiction-and-nonfiction-2017,2,4,4
2017,MG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_video_lists/885721/lecture_videos/36869,2,27,40
2017,MM,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860434,2,22,63
2017,MM,/poetry-and-plays-2017/enrolled,2,9,14
2017,MO,/fiction-and-nonfiction-2017,2,2,2
2017,MT,/fiction-and-nonfiction-2017,2,4,6
2017,MT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,4,5
2017,MU,/how-writers-write-fiction-2015,2,2,4
2017,MU,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,16,29
2017,MW,/how-writers-write-fiction-2015,2,2,2
2017,MW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,4,5
2017,MX,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,185,323
2017,MX,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,2,50,77
2017,MX,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,22,53
2017,MY,/flash-write-2016,2,2,5
2017,MY,/how-writers-write-fiction-2016,2,4,4
2017,MZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,21,65
2017,NG,/how-writers-write-fiction-2016/home,2,10,14
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions?topicId=58139&filterOption=all&sortOrder=trending,2,43,72
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856400,2,203,296
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,2,127,235
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/859004,2,11,14
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,2,37,61
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/165820?galleryMode=true,2,35,52
2017,NG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860434,2,43,63
2017,NG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/862469,2,40,53
2017,NG,/whitman-2016/home,2,5,6
2017,NI,/poetry-and-plays-2017,2,2,4
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions?topicId=58139&filterOption=all&sortOrder=trending,2,6,6
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856270,2,47,65
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,2,19,32
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,2,48,63
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/165820,2,5,6
2017,NL,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,12,21
2017,NL,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,2,12,17
2017,NL,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860431,2,39,75
2017,NO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,31,46
2017,NO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856540,2,15,37
2017,NP,/fiction-and-nonfiction-2017/surveys/start/176762,2,29,35
2017,NP,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856904,2,61,83
2017,NP,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860352,2,32,56
2017,NP,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860356,2,32,48
2017,NZ,/fiction-and-nonfiction-2017/users/my_account,2,36,48
2017,NZ,/how-writers-write-fiction-2016/home,2,48,58
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,2,135,220
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856753,2,55,75
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856904,2,76,122
2017,PH,/fiction-and-nonfiction-2017/users/my_account,2,63,72
2017,PH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856400,2,134,190
2017,PH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860431,2,150,277
2017,PH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/862469,2,37,41
2017,PH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166394/workspace,2,9,14
2017,PH,/poetry-and-plays-2017/enrolled,2,57,60
2017,PH,/poetry-and-plays-2017#!.WWI6KoTSwow.facebook,2,2,2
2017,PK,/how-writers-write-fiction-2016/home,2,24,29
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,236,839
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,34,45
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,2,10,10
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856753,2,9,9
2017,PR,/how-writers-write-fiction-2015,2,2,2
2017,PS,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,6,12
2017,PS,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,2,10,27
2017,PT,/how-writers-write-fiction-2016/home,2,7,10
2017,PY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,5,12
2017,QA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,7,11
2017,QA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/577082?galleryMode=,2,7,7
2017,QA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/581869?galleryMode=,2,2,4
2017,QA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/584257?galleryMode=true,2,9,17
2017,RO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,22,39
2017,RO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,10,11
2017,RS,/how-writers-write-fiction-2015,2,2,2
2017,RS,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,2,5,6
2017,RU,/fiction-and-nonfiction-2017/users/my_account,2,16,16
2017,RU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,57,81
2017,RU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163962/workspace,2,7,12
2017,SA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,2,7,10
2017,SB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,2,4,4
2017,SE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,134,230
2017,SE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164385,2,19,26
2017,SG,/how-writers-write-fiction-2016/home,2,41,42
2017,SG,/how-writers-write-fiction-2016/oe/#!/users/susan_elliot1,2,2,5
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,2,34,48
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856753,2,27,37
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/165820,2,2,4
2017,SG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,2,43,91
2017,SG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860431,2,42,102
2017,SL,/fiction-and-nonfiction-2017,2,2,5
2017,SO,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,2,5,10
2017,SV,/how-writers-write-fiction-2015,2,37,39
2017,TH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,4,11
2017,TN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,16,19
2017,TN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,17,20
2017,TN,/poetry-and-plays-2017/,2,5,5
2017,TR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,2,4,6
2017,TR,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860354,2,7,11
2017,TR,/poetry-and-plays-2017/,2,4,4
2017,TT,/how-writers-write-fiction-2015,2,2,2
2017,TT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,78,176
2017,TT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,30,41
2017,TT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,2,15,32
2017,TT,/poetry-and-plays-2017/,2,5,5
2017,TZ,/how-writers-write-fiction-2016,2,2,2
2017,UG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,47,76
2017,UG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,20,27
2017,UY,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/reports/604606?galleryMode=true,2,2,6
2017,UY,/poetry-and-plays-2017,2,14,16
2017,VE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,22,32
2017,VI,/fiction-and-nonfiction-2017,2,2,5
2017,VN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,2,10,14
2017,YT,/poetry-and-plays-2017,2,2,2
2017,ZA,/how-writers-write-fiction-2015/home,2,14,15
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions?topicId=58259&filterOption=all&sortOrder=recent,2,24,25
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,2,60,82
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,2,91,162
2017,ZA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/862477,2,16,21
2017,ZM,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,2,20,31
2017,ZM,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,2,7,15
2017,ZM,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,14,20
2017,ZW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,25,45
2017,ZW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856267,2,11,19
2017,ZW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,12,14
2017,ZW,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,2,10,17
2017,ZZ,/home,2,2,2
2017,ZZ,/how-writers-write-fiction-2015,2,2,2
2017,ZZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,2,30,70
2017,ZZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,2,9,10
2017,ZZ,/poetry-and-plays-2017/,2,2,2
2015,AE,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5598,1,1,1
2015,AE,/how-writers-write-fiction-2015/exercises/33514,1,6,9
2015,AE,/how-writers-write-fiction-2015/home/terms,1,9,10
2015,AE,/how-writers-write-fiction-2015/lecture_pages/833989,1,10,20
2015,AE,/how-writers-write-fiction-2015/lecture_pages/833994,1,9,14
2015,AE,/how-writers-write-fiction-2015/lecture_pages/834568,1,4,7
2015,AE,/how-writers-write-fiction-2015/lecture_pages/835012,1,22,25
2015,AE,/how-writers-write-fiction-2015/lecture_pages/835311,1,19,29
2015,AE,/how-writers-write-fiction-2015/statement_template?user_id=265335,1,1,1
2015,AE,/how-writers-write-fiction-2015/statement_template?user_id=878358,1,1,1
2015,AE,/how-writers-write-fiction-2015/video_list_lecture_components/763304/lecture_videos/20275,1,7,7
2015,AF,/how-writers-write-fiction-2015,1,1,2
2015,AF,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,AF,/how-writers-write-fiction-2015/home,1,4,7
2015,AG,/how-writers-write-fiction-2015/lecture_pages/833678,1,11,16
2015,AG,/how-writers-write-fiction-2015/oe/,1,11,20
2015,AG,/how-writers-write-fiction-2015/reports/348485,1,1,2
2015,AL,/how-writers-write-fiction-2015/announcements?focus_announcement_id=4978,1,6,6
2015,AL,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,1,1
2015,AL,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5303,1,1,1
2015,AL,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5555,1,1,1
2015,AL,/how-writers-write-fiction-2015/exercises/32767,1,10,12
2015,AL,/how-writers-write-fiction-2015/exercises/33087,1,9,10
2015,AL,/how-writers-write-fiction-2015/home,1,21,29
2015,AL,/how-writers-write-fiction-2015/lecture_pages/835286,1,7,7
2015,AL,/how-writers-write-fiction-2015/oe/,1,20,36
2015,AM,/how-writers-write-fiction-2015,1,1,1
2015,AO,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,2
2015,AR,/how-writers-write-fiction-2015/exercises/32767,1,71,111
2015,AR,/how-writers-write-fiction-2015/exercises/32767/rubrics,1,5,5
2015,AR,/how-writers-write-fiction-2015/lecture_pages/835303,1,35,47
2015,AR,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,16,19
2015,AR,/how-writers-write-fiction-2015/video_list_lecture_components/760732/lecture_videos/19628,1,20,20
2015,AR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,1,1
2015,AR,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=http://iwp.uiowa.edu/iwp-courses/distance-learning-courses/fall-2015/how-writers-write-fiction?utm_source=How+Writers+Write+Poetry+2015+Participants,1,2,2
2015,AS,/how-writers-write-fiction-2015,1,4,4
2015,AS,/how-writers-write-fiction-2015/lecture_pages/835638,1,1,1
2015,AT,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,2
2015,AT,/how-writers-write-fiction-2015/exercises,1,282,508
2015,AT,/how-writers-write-fiction-2015/lecture_pages/833678,1,31,42
2015,AT,/how-writers-write-fiction-2015/lecture_pages/834568,1,14,22
2015,AT,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,11,12
2015,AU,/?from=http://adf.ly/1SDmxr,1,1,1
2015,AU,/how-writers-write-fiction-2015?is_enrolled_error=true,1,4,5
2015,AU,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/50504&class=how-writers-write-fiction-2015,1,1,1
2015,AU,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,1,17,17
2015,AU,/how-writers-write-fiction-2015/enrolled,1,4,4
2015,AU,/how-writers-write-fiction-2015/exercises/32767?menu=my_peer_evaluations,1,137,225
2015,AU,/how-writers-write-fiction-2015/exercises/32767?menu=submission,1,48,63
2015,AU,/how-writers-write-fiction-2015/lecture_pages/833997,1,37,51
2015,AU,/how-writers-write-fiction-2015/lecture_pages/833999,1,40,53
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834000,1,29,39
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834008,1,89,138
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834237,1,139,211
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834239/,1,2,2
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834568,1,126,149
2015,AU,/how-writers-write-fiction-2015/lecture_pages/835636,1,194,239
2015,AU,/how-writers-write-fiction-2015/peer_reviews/new?id=33087,1,139,205
2015,AU,/how-writers-write-fiction-2015/reports/347446,1,2,2
2015,AU,/how-writers-write-fiction-2015/reports/350221,1,11,17
2015,AU,/how-writers-write-fiction-2015/reports/391132,1,1,1
2015,AU,/how-writers-write-fiction-2015/show_progress/869426,1,25,46
2015,AU,/how-writers-write-fiction-2015/statement_template?user_id=880724,1,1,2
2015,AU,/how-writers-write-fiction-2015/video_list_lecture_components/760732/lecture_videos/19628,1,97,109
2015,AU,/how-writers-write-fiction-2015/video_list_lecture_components/765690/lecture_videos/20458,1,46,51
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,5,5
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/teams/127419/profile?blogPostId=433269&class=how-writers-write-fiction-2015,1,1,1
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/54467/posts/383228/comments/347495&class=how-writers-write-fiction-2015,1,2,2
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/54709/posts/364204/comments/342673&class=how-writers-write-fiction-2015,1,2,4
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/65941/posts/411176/comments/379100&class=how-writers-write-fiction-2015,1,4,5
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/66025/posts/418791/comments/390285&class=how-writers-write-fiction-2015,1,2,4
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#/teams/119053/profile?blogPostId=374561&class=how-writers-write-fiction-2015,1,1,1
2015,AU,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=https://www.class-central.com/mooc/1699/novoed-how-writers-write-fiction,1,2,2
2015,AZ,/how-writers-write-fiction-2015/lecture_pages/834001,1,1,1
2015,BA,/how-writers-write-fiction-2015/exercises/33256,1,1,1
2015,BA,/how-writers-write-fiction-2015/lecture_pages/835012,1,5,5
2015,BA,/how-writers-write-fiction-2015/oe/,1,1,1
2015,BB,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,1,2,2
2015,BD,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,BD,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,1,1
2015,BD,/how-writers-write-fiction-2015/surveys/start/169598,1,1,1
2015,BE,/?from=http://get-your-social-buttons.info/?ref=18694673,1,1,1
2015,BE,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,BE,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BE,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,2,2
2015,BE,/how-writers-write-fiction-2015/lecture_pages/833999,1,7,9
2015,BE,/how-writers-write-fiction-2015/lecture_pages/834125,1,53,76
2015,BE,/how-writers-write-fiction-2015/lecture_pages/834570,1,24,27
2015,BE,/how-writers-write-fiction-2015/oe/,1,41,103
2015,BE,/how-writers-write-fiction-2015/transactions/new,1,1,1
2015,BG,/how-writers-write-fiction-2015,1,4,4
2015,BG,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BH,/how-writers-write-fiction-2015,1,2,2
2015,BH,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,BH,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,BH,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,2,2
2015,BH,/how-writers-write-fiction-2015/home/terms,1,1,1
2015,BH,/how-writers-write-fiction-2015/lecture_pages/833678,1,11,14
2015,BH,/how-writers-write-fiction-2015/lecture_pages/834178,1,53,67
